cid	uid	sessionid	qid	dqid	q_s_id	log_q_ts	q_detail
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	BFFD816F-C1BA-18C7-21AD-E3E5E62A64B6	1	1584252836	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"19","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	DBB2412E-789C-A245-A8B7-2C54228391A4	1	1584252839	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"20","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	DBB2412E-789C-A245-A8B7-2C54228391A4	0	1584252841	{"level":1,"stage":1,"knivesThrown":3,"time":2.2,"levelTime":2.2,"levelKnivesThrown":3,"throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	2	1BBE1A11-6B86-5D44-AE5D-A5E0914BD8AB	1	1584252841	{"level":1,"stage":2,"hasCompleted":true,"replayCount":"14","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	F63461A8-EDFC-BA76-0C98-A91EDBBD4E1B	1	1584252845	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"21","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	E32444CA-4FEB-D163-1497-113AE8BA7531	1	1584252856	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"22","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	CEAC5206-342C-B578-84F3-B2E140FA3044	1	1584252857	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"23","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	EBE98DCA-51F8-34E0-23DB-374C0050BB6A	1	1584252857	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"24","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	CA62157B-2C51-A7FB-EAA7-45AC95E95A99	1	1584252857	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"25","throwerSpeed":225}
5	4D94AC00-46BC-AD1A-112F-ECC69B720AE0	1C112213-AB03-AF88-C434-D4D2986F33D4	1	205B6BB0-8F82-FF93-8CD8-E0E6A51B1EE2	1	1584252862	{"level":1,"stage":1,"hasCompleted":true,"replayCount":"26","throwerSpeed":225}
